Peak Date,Track,With,Streams,Artist
20151009,On Me,The Game,"903,312",Kendrick Lamar
20141104,That’s Me Right There - Radio Edit,Jasmine V,"793,299",Kendrick Lamar
20171005,HUMBLE. - SKRILLEX REMIX,Skrillex,"780,991",Kendrick Lamar
20171215,Don't Don't Do It!,N.E.R.D,"712,187",Kendrick Lamar
20171215,Don't Don't Do It!,Pharrell Williams,"712,187",Kendrick Lamar
20141231,Autumn Leaves,Chris Brown,"509,176",Kendrick Lamar
20131103,Give It 2 U,Robin Thicke,"440,023",Kendrick Lamar
20170414,A.D.H.D,,"423,665",Kendrick Lamar
20190719,NILE,Beyoncé,"223,056",Kendrick Lamar
20160809,Holy Key,DJ Khaled,"120,751",Kendrick Lamar
20160809,Holy Key,Big Sean,"120,751",Kendrick Lamar
20160809,Holy Key,Betty Wright,"120,751",Kendrick Lamar
20151106,LA,Ty Dolla $ign,"98,844",Kendrick Lamar
20151106,LA,Brandy,"98,844",Kendrick Lamar
20151106,LA,James Fauntleroy,"98,844",Kendrick Lamar
20161112,Swimming Pools (Drank),,"34,469",Kendrick Lamar
20171031,Bad Blood,Taylor Swift,"25,764",Kendrick Lamar
20161223,Don't Wanna Know - Ryan Riback Remix,Maroon 5,"16,558",Kendrick Lamar
20161223,Don't Wanna Know - Ryan Riback Remix,Ryan Riback,"16,558",Kendrick Lamar
20150511,I'm Ya Dogg,Snoop Dogg,"14,606",Kendrick Lamar
20150511,I'm Ya Dogg,Rick Ross,"14,606",Kendrick Lamar
20160715,Swimming Pools (Drank) - Extended Version,,"10,425",Kendrick Lamar
20150310,County Building Blues,,"2,521",Kendrick Lamar
20160212,The New Cupid,BJ The Chicago Kid,"2,411",Kendrick Lamar
20171231,Don't Wanna Know - Fareoh Remix,Maroon 5,"2,056",Kendrick Lamar
20171231,Don't Wanna Know - Fareoh Remix,Fareoh,"2,056",Kendrick Lamar
20170526,Swalla,Jason Derulo,"564,515,101",Nicki Minaj
20170526,Swalla,Ty Dolla $ign,"564,515,101",Nicki Minaj
20160930,Side To Side,Ariana Grande,"542,194,003",Nicki Minaj
20180731,FEFE,6ix9ine,"421,510,076",Nicki Minaj
20180731,FEFE,Murda Beatz,"421,510,076",Nicki Minaj
20141231,Bang Bang,Jessie J,"352,536,610",Nicki Minaj
20141231,Bang Bang,Ariana Grande,"352,536,610",Nicki Minaj
20150605,Hey Mama,David Guetta,"248,357,329",Nicki Minaj
20150605,Hey Mama,Bebe Rexha,"248,357,329",Nicki Minaj
20150605,Hey Mama,Afrojack,"248,357,329",Nicki Minaj
20200117,Tusa,Karol G,"221,835,742",Nicki Minaj
20180126,MotorSport,Migos,"213,583,235",Nicki Minaj
20180126,MotorSport,Cardi B,"213,583,235",Nicki Minaj
20170302,Run Up,Major Lazer,"193,191,982",Nicki Minaj
20170302,Run Up,PARTYNEXTDOOR,"193,191,982",Nicki Minaj
20180427,Ball For Me,Post Malone,"174,567,655",Nicki Minaj
20181116,Woman Like Me,Little Mix,"160,700,496",Nicki Minaj
20170614,Swish Swish,Katy Perry,"148,537,604",Nicki Minaj
20180803,BIG BANK,YG,"135,074,681",Nicki Minaj
20180803,BIG BANK,2 Chainz,"135,074,681",Nicki Minaj
20180803,BIG BANK,Big Sean,"135,074,681",Nicki Minaj
20170922,Rake It Up,Yo Gotti,"130,493,002",Nicki Minaj
20180626,Bed,Ariana Grande,"120,715,797",Nicki Minaj
20180921,Goodbye,Jason Derulo,"112,093,358",Nicki Minaj
20180921,Goodbye,David Guetta,"112,093,358",Nicki Minaj
20180921,Goodbye,Willy William,"112,093,358",Nicki Minaj
20150904,All Eyes on You,Meek Mill,"92,492,382",Nicki Minaj
20150904,All Eyes on You,Chris Brown,"92,492,382",Nicki Minaj
20150116,Only,Drake,"86,477,380",Nicki Minaj
20150116,Only,Lil Wayne,"86,477,380",Nicki Minaj
20150116,Only,Chris Brown,"86,477,380",Nicki Minaj
20140912,Anaconda,,"81,345,907",Nicki Minaj
20180413,Chun-Li,,"80,591,689",Nicki Minaj
20190809,Hot Girl Summer,Megan Thee Stallion,"78,051,494",Nicki Minaj
20190809,Hot Girl Summer,Ty Dolla $ign,"78,051,494",Nicki Minaj
20150501,Truffle Butter,Drake,"64,135,010",Nicki Minaj
20150501,Truffle Butter,Lil Wayne,"64,135,010",Nicki Minaj
20150619,The Night Is Still Young,,"60,419,341",Nicki Minaj
20181128,MAMA,6ix9ine,"49,633,888",Nicki Minaj
20181128,MAMA,Kanye West,"49,633,888",Nicki Minaj
20141219,Bed Of Lies,Skylar Grey,"47,458,487",Nicki Minaj
20150522,Feeling Myself,Beyoncé,"41,121,118",Nicki Minaj
20180728,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,"36,747,155",Nicki Minaj
20180728,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",2 Chainz,"36,747,155",Nicki Minaj
20180728,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",Big Sean,"36,747,155",Nicki Minaj
20160513,No Broken Hearts,Bebe Rexha,"34,854,729",Nicki Minaj
20181214,Familia,Anuel Aa,"34,030,294",Nicki Minaj
20181214,Familia,Bantu,"34,030,294",Nicki Minaj
20150508,Throw Sum Mo,Rae Sremmurd,"32,858,058",Nicki Minaj
20150508,Throw Sum Mo,Young Thug,"32,858,058",Nicki Minaj
20170310,No Frauds,Drake,"30,003,881",Nicki Minaj
20170310,No Frauds,Lil Wayne,"30,003,881",Nicki Minaj
20180824,IDOL,BTS,"27,741,956",Nicki Minaj
20171117,The Way Life Goes,Lil Uzi Vert,"27,362,862",Nicki Minaj
20171117,The Way Life Goes,Oh Wonder,"27,362,862",Nicki Minaj
20180811,Barbie Dreams,,"26,370,850",Nicki Minaj
20181102,Dip,Tyga,"21,693,549",Nicki Minaj
20190621,MEGATRON,,"21,538,189",Nicki Minaj
20191101,Bad To You,Ariana Grande,"20,504,724",Nicki Minaj
20191101,Bad To You,Normani,"20,504,724",Nicki Minaj
20180817,the light is coming,Ariana Grande,"20,011,660",Nicki Minaj
20180413,Barbie Tingz,,"17,056,810",Nicki Minaj
20160914,Don't Hurt Me,Mustard,"16,959,500",Nicki Minaj
20160914,Don't Hurt Me,Jeremih,"16,959,500",Nicki Minaj
20141107,"Touchin, Lovin",Trey Songz,"14,747,705",Nicki Minaj
20180928,Dark Side Of The Moon,Lil Wayne,"13,367,235",Nicki Minaj
20180106,Plain Jane REMIX,A$AP Ferg,"13,350,948",Nicki Minaj
20161202,Black Barbies,Mike WiLL Made-It,"12,889,630",Nicki Minaj
20170216,Bom Bidi Bom,Nick Jonas,"11,204,453",Nicki Minaj
20170324,Light My Body Up,David Guetta,"10,010,886",Nicki Minaj
20170324,Light My Body Up,Lil Wayne,"10,010,886",Nicki Minaj
20180811,Majesty,Labrinth,"9,960,954",Nicki Minaj
20180811,Majesty,Eminem,"9,960,954",Nicki Minaj
20170414,Kissing Strangers,DNCE,"9,627,374",Nicki Minaj
20180615,Rich Sex,Lil Wayne,"8,191,830",Nicki Minaj
20141125,Flawless Remix,Beyoncé,"6,651,537",Nicki Minaj
20161103,Froze,Meek Mill,"6,297,584",Nicki Minaj
20161103,Froze,Lil Uzi Vert,"6,297,584",Nicki Minaj
20180413,Anybody,Young Thug,"5,292,170",Nicki Minaj
20180811,Ganja Burn,,"5,264,430",Nicki Minaj
20161123,Do You Mind,DJ Khaled,"4,717,163",Nicki Minaj
20161123,Do You Mind,Chris Brown,"4,717,163",Nicki Minaj
20161123,Do You Mind,August Alsina,"4,717,163",Nicki Minaj
20161123,Do You Mind,Jeremih,"4,717,163",Nicki Minaj
20161123,Do You Mind,Future,"4,717,163",Nicki Minaj
20161123,Do You Mind,Rick Ross,"4,717,163",Nicki Minaj
20190215,Dumb Blonde,Avril Lavigne,"4,710,289",Nicki Minaj
20150821,Back Together,Robin Thicke,"4,209,686",Nicki Minaj
20190927,iPHONE,DaBaby,"4,000,971",Nicki Minaj
20170630,Skrt On Me,Calvin Harris,"3,727,454",Nicki Minaj
20141216,Get On Your Knees,Ariana Grande,"3,554,827",Nicki Minaj
20170801,You Da Baddest,Future,"3,471,724",Nicki Minaj
20170713,Rake It Up,Yo Gotti,"3,207,502",Nicki Minaj
20170713,Rake It Up,Mike WiLL Made-It,"3,207,502",Nicki Minaj
20181019,Transformer,Future,"3,199,671",Nicki Minaj
20180811,Chun Swae,Swae Lee,"2,999,116",Nicki Minaj
20180811,Thought I Knew You,The Weeknd,"2,951,379",Nicki Minaj
20141125,Hey Mama,David Guetta,"2,386,451",Nicki Minaj
20141125,Hey Mama,Afrojack,"2,386,451",Nicki Minaj
20180811,LLC,,"2,342,533",Nicki Minaj
20170826,No Flag,London On Da Track,"2,155,464",Nicki Minaj
20170826,No Flag,21 Savage,"2,155,464",Nicki Minaj
20170826,No Flag,Offset,"2,155,464",Nicki Minaj
20181116,No Candle No Light,ZAYN,"2,130,817",Nicki Minaj
20150323,Sugar - Remix,Maroon 5,"2,035,565",Nicki Minaj
20171229,Krippy Kush - Remix,Farruko,"1,951,359",Nicki Minaj
20171229,Krippy Kush - Remix,Bad Bunny,"1,951,359",Nicki Minaj
20171229,Krippy Kush - Remix,21 Savage,"1,951,359",Nicki Minaj
20171229,Krippy Kush - Remix,Rvssian,"1,951,359",Nicki Minaj
20180811,Hard White,,"1,850,806",Nicki Minaj
20131215,Love More,Chris Brown,"1,845,348",Nicki Minaj
20150320,Pills N Potions,,"1,826,735",Nicki Minaj
20180511,Poke It Out,Playboi Carti,"1,730,213",Nicki Minaj
20180811,Good Form,,"1,694,953",Nicki Minaj
20150110,Bitch I'm Madonna,Madonna,"1,633,775",Nicki Minaj
20161213,Like A Star,Fetty Wap,"1,557,639",Nicki Minaj
20150630,Bad for You,Meek Mill,"1,524,501",Nicki Minaj
20141216,I Lied,,"1,492,787",Nicki Minaj
20180704,Starships,,"1,351,597",Nicki Minaj
20170616,Realize,2 Chainz,"1,285,181",Nicki Minaj
20170301,Make Love,Gucci Mane,"1,211,031",Nicki Minaj
20170311,Changed It,Lil Wayne,"1,192,213",Nicki Minaj
20141216,All Things Go,,"1,034,695",Nicki Minaj
20141216,The Crying Game,Jessie Ware,"990,467",Nicki Minaj
20141216,Buy A Heart,Meek Mill,"953,611",Nicki Minaj
20141216,Favorite,Jeremih,"951,055",Nicki Minaj
20151028,The Hills - Remix,The Weeknd,"881,895",Nicki Minaj
20150701,All Eyes On You,Meek Mill,"853,356",Nicki Minaj
20160922,Beauty And A Beat,Justin Bieber,"839,095",Nicki Minaj
20141216,Want Some More,,"828,965",Nicki Minaj
20170623,I Can't Even Lie,DJ Khaled,"758,030",Nicki Minaj
20170623,I Can't Even Lie,Future,"758,030",Nicki Minaj
20160302,Down In the DM,Yo Gotti,"720,614",Nicki Minaj
20141024,She Came II Give It II U,Usher,"646,772",Nicki Minaj
20190927,Fendi,PnB Rock,"538,414",Nicki Minaj
20190927,Fendi,Murda Beatz,"538,414",Nicki Minaj
20180811,Run & Hide,,"529,288",Nicki Minaj
20170310,Regret In Your Tears,,"496,892",Nicki Minaj
20141216,Four Door Aventador,,"489,120",Nicki Minaj
20160219,Down In the DM - Remix,Yo Gotti,"450,858",Nicki Minaj
20141216,Trini Dem Girls,LunchMoney Lewis,"441,507",Nicki Minaj
20141217,Grand Piano,,"416,753",Nicki Minaj
20171231,Where Them Girls At,David Guetta,"351,666",Nicki Minaj
20171231,Where Them Girls At,Flo Rida,"351,666",Nicki Minaj
20170623,Nobody,DJ Khaled,"340,681",Nicki Minaj
20170623,Nobody,Alicia Keys,"340,681",Nicki Minaj
20180706,Boo'd Up,Ella Mai,"287,680",Nicki Minaj
20180706,Boo'd Up,Quavo,"287,680",Nicki Minaj
20180811,Sir,Future,"269,897",Nicki Minaj
20190419,Wobble Up,Chris Brown,"261,870",Nicki Minaj
20190419,Wobble Up,G-Eazy,"261,870",Nicki Minaj
20180811,Coco Chanel,Foxy Brown,"260,119",Nicki Minaj
20180811,Nip Tuck,,"234,361",Nicki Minaj
20180811,Come See About Me,,"223,009",Nicki Minaj
20180412,Super Bass,,"155,771",Nicki Minaj
20150308,Bang Bang - 3LAU Remix,Jessie J,"134,754",Nicki Minaj
20150308,Bang Bang - 3LAU Remix,Ariana Grande,"134,754",Nicki Minaj
20150308,Bang Bang - 3LAU Remix,3LAU,"134,754",Nicki Minaj
20141216,Big Daddy,Meek Mill,"133,124",Nicki Minaj
20170825,You Already Know,Fergie,"114,833",Nicki Minaj
20141115,Turn Me On,David Guetta,"109,064",Nicki Minaj
20160421,Monster,Kanye West,"74,224",Nicki Minaj
20160421,Monster,JAY Z,"74,224",Nicki Minaj
20160421,Monster,Rick Ross,"74,224",Nicki Minaj
20160421,Monster,Bon Iver,"74,224",Nicki Minaj
20141216,Shanghai,,"67,310",Nicki Minaj
20180621,Girl On Fire - Inferno Version,Alicia Keys,"66,467",Nicki Minaj
20150620,Hey Mama,David Guetta,"36,988",Nicki Minaj
20150620,Hey Mama,Afrojack,"36,988",Nicki Minaj
20150620,Hey Mama,Bebe Rexha,"36,988",Nicki Minaj
20150620,Hey Mama,Boaz van de Beatz remix,"36,988",Nicki Minaj
20181123,Goodbye,Jason Derulo,"33,841",Nicki Minaj
20181123,Goodbye,David Guetta,"33,841",Nicki Minaj
20181123,Goodbye,Willy William,"33,841",Nicki Minaj
20181123,Goodbye,R3HAB,"33,841",Nicki Minaj
20150227,Animales,Romeo Santos,"33,123",Nicki Minaj
20170804,Kissing Strangers - Remix,DNCE,"27,094",Nicki Minaj
20170804,Kissing Strangers - Remix,Luis Fonsi,"27,094",Nicki Minaj
20170421,Light My Body Up,David Guetta,"20,311",Nicki Minaj
20170421,Light My Body Up,Lil Wayne,"20,311",Nicki Minaj
20170421,Light My Body Up,Tujamo,"20,311",Nicki Minaj
20170503,Side To Side - Slushii Remix,Ariana Grande,"19,290",Nicki Minaj
20170503,Side To Side - Slushii Remix,Slushii,"19,290",Nicki Minaj
20181130,Good Form,Lil Wayne,"11,402",Nicki Minaj
20170413,Mask Off,,"589,091,095",Future
20151023,Jumpman,Drake,"377,446,605",Future
20160506,Low Life,The Weeknd,"290,368,522",Future
20170302,Cold,Maroon 5,"241,016,912",Future
20170204,X,21 Savage,"219,513,642",Future
20170204,X,Metro Boomin,"219,513,642",Future
20180209,King's Dead,Jay Rock,"213,091,135",Future
20180209,King's Dead,Kendrick Lamar,"213,091,135",Future
20180209,King's Dead,James Blake,"213,091,135",Future
20180127,Bum Bum Tam Tam,MC Fioti,"155,335,361",Future
20180127,Bum Bum Tam Tam,J Balvin,"155,335,361",Future
20180127,Bum Bum Tam Tam,Stefflon Don,"155,335,361",Future
20180127,Bum Bum Tam Tam,Juan Magán,"155,335,361",Future
20170701,Rollin,Calvin Harris,"132,855,586",Future
20170701,Rollin,Khalid,"132,855,586",Future
20181019,Fine China,Juice WRLD,"132,557,700",Future
20170407,Selfish,Rihanna,"131,723,821",Future
20171020,Relationship,Young Thug,"107,695,104",Future
20150922,Where Ya At,Drake,"100,650,784",Future
20151002,Big Rings,Drake,"90,199,370",Future
20150722,F*ck Up Some Commas,,"89,794,574",Future
20190906,Die For Me,Post Malone,"85,852,746",Future
20190906,Die For Me,Halsey,"85,852,746",Future
20180117,End Game,Taylor Swift,"76,494,771",Future
20180117,End Game,Ed Sheeran,"76,494,771",Future
20160701,Wicked,,"67,302,722",Future
20161111,Used to This,Drake,"54,434,191",Future
20160520,Grammys,Drake,"54,333,043",Future
20170329,Everyday,Ariana Grande,"51,327,303",Future
20190118,Crushed Up,,"43,992,011",Future
20200114,Life Is Good,Drake,"43,547,010",Future
20170302,Comin Out Strong,The Weeknd,"39,673,933",Future
20190118,First Off,Travis Scott,"38,455,122",Future
20150929,Diamonds Dancing,Drake,"37,664,888",Future
20160915,Seven Million,Lil Uzi Vert,"33,393,606",Future
20161123,Too Much Sauce,DJ Esco,"33,323,970",Future
20161123,Too Much Sauce,Lil Uzi Vert,"33,323,970",Future
20160728,I Got the Keys,DJ Khaled,"27,669,944",Future
20160728,I Got the Keys,JAY Z,"27,669,944",Future
20170526,Mask Off - Remix,Kendrick Lamar,"27,049,261",Future
20151114,Blasé,Ty Dolla $ign,"26,280,952",Future
20151114,Blasé,Rae Sremmurd,"26,280,952",Future
20150928,Digital Dash,Drake,"25,402,055",Future
20161128,All I Know,The Weeknd,"25,047,280",Future
20150929,Live From The Gutter,Drake,"24,120,092",Future
20160423,New Level,A$AP Ferg,"24,105,726",Future
20150929,Scholarships,Drake,"23,474,079",Future
20180303,Top Off,DJ Khaled,"23,360,244",Future
20180303,Top Off,JAY Z,"23,360,244",Future
20180303,Top Off,Beyoncé,"23,360,244",Future
20170217,Rent Money,,"20,867,475",Future
20181019,Hard Work Pays Off,Juice WRLD,"19,887,515",Future
20171020,Patek Water,Young Thug,"19,769,898",Future
20171020,Patek Water,Offset,"19,769,898",Future
20150929,I'm The Plug,Drake,"17,536,721",Future
20170217,Draco,,"16,783,272",Future
20190621,Out The Mud,Lil Baby,"15,741,597",Future
20150928,Change Locations,Drake,"13,956,846",Future
20150929,Jersey,,"13,266,702",Future
20160923,Campaign,Ty Dolla $ign,"12,821,463",Future
20150929,Plastic Bag,Drake,"12,547,602",Future
20170217,I'm so Groovy,,"11,382,982",Future
20150815,Trap Niggas,,"9,957,860",Future
20190118,Jumpin on a Jet,,"9,931,755",Future
20180706,WIFI LIT,,"9,311,346",Future
20171021,Feed Me Dope,,"8,234,468",Future
20171110,Darkside,Ty Dolla $ign,"7,445,586",Future
20171110,Darkside,Kiiara,"7,445,586",Future
20181019,Jet Lag,Juice WRLD,"7,325,514",Future
20181019,Jet Lag,Young Scooter,"7,325,514",Future
20170214,Smoke Break,Chance the Rapper,"6,945,155",Future
20170620,Congratulations - Remix,Post Malone,"6,619,134",Future
20170620,Congratulations - Remix,Quavo,"6,619,134",Future
20150117,Love Me,Lil Wayne,"6,519,420",Future
20150117,Love Me,Drake,"6,519,420",Future
20150718,Thought It Was a Drought,,"6,360,340",Future
20170701,Extra Luv,YG,"5,187,446",Future
20170225,Sorry,,"5,113,236",Future
20160331,Ain't No Time,,"5,003,147",Future
20150630,Jump Out the Face,Meek Mill,"4,983,669",Future
20141205,Hold You Down,DJ Khaled,"4,728,768",Future
20141205,Hold You Down,Chris Brown,"4,728,768",Future
20141205,Hold You Down,August Alsina,"4,728,768",Future
20141205,Hold You Down,Jeremih,"4,728,768",Future
20161123,Do You Mind,DJ Khaled,"4,717,163",Future
20161123,Do You Mind,Nicki Minaj,"4,717,163",Future
20161123,Do You Mind,Chris Brown,"4,717,163",Future
20161123,Do You Mind,August Alsina,"4,717,163",Future
20161123,Do You Mind,Jeremih,"4,717,163",Future
20161123,Do You Mind,Rick Ross,"4,717,163",Future
20170217,Super Trapper,,"4,592,212",Future
20190712,100 Shooters,Meek Mill,"4,538,468",Future
20190712,100 Shooters,Doe Boy,"4,538,468",Future
20160217,Xanny Family,,"4,533,487",Future
20181019,Astronauts,Juice WRLD,"4,523,702",Future
20181019,Realer N Realer,Juice WRLD,"4,452,845",Future
20170401,Conscience,Kodak Black,"4,412,907",Future
20150904,3500,Travis Scott,"4,247,387",Future
20150904,3500,2 Chainz,"4,247,387",Future
20171013,Real Thing,Tory Lanez,"4,180,564",Future
20190607,Government Official,,"4,077,352",Future
20171013,High End,Chris Brown,"4,042,825",Future
20171013,High End,Young Thug,"4,042,825",Future
20170225,Incredible,,"3,840,447",Future
20170217,Zoom,,"3,621,312",Future
20170217,High Demand,,"3,486,880",Future
20170801,You Da Baddest,Nicki Minaj,"3,471,724",Future
20170225,Use Me,,"3,378,606",Future
20180914,East Atlanta Love Letter,6LACK,"3,354,783",Future
20171020,No Cap,Young Thug,"3,345,887",Future
20181019,Transformer,Nicki Minaj,"3,199,671",Future
20170630,PIE,Chris Brown,"3,063,362",Future
20180706,31 DAYS,,"2,842,503",Future
20181019,Red Bentley,Juice WRLD,"2,831,576",Future
20181019,Red Bentley,Young Thug,"2,831,576",Future
20170217,Good Dope,,"2,749,550",Future
20170224,My Collection,,"2,681,633",Future
20181019,7 Am Freestyle,Juice WRLD,"2,663,613",Future
20170217,POA,,"2,661,974",Future
20190816,Sup Mate,Young Thug,"2,634,964",Future
20181130,Splash Warning,Meek Mill,"2,606,255",Future
20181130,Splash Warning,Roddy Ricch,"2,606,255",Future
20181130,Splash Warning,Young Thug,"2,606,255",Future
20190118,Never Stop,,"2,441,193",Future
20150527,Fine Whine,A$AP Rocky,"2,411,143",Future
20150527,Fine Whine,Joe Fox,"2,411,143",Future
20150527,Fine Whine,M.I.A.,"2,411,143",Future
20170217,Might as Well,,"2,409,526",Future
20170224,Lookin Exotic,,"2,302,511",Future
20180706,RACKS BLUE,,"2,282,448",Future
20171020,4 da Gang,,"2,204,897",Future
20181019,Oxy,Lil Wayne,"2,185,286",Future
20190118,F&N,,"2,145,173",Future
20180330,No Question,Rich The Kid,"2,143,900",Future
20190118,Promise U That,,"2,111,978",Future
20181019,WRLD On Drugs,Juice WRLD,"2,109,321",Future
20190118,Rocket Ship,,"2,080,200",Future
20181019,Shorty,Juice WRLD,"2,057,590",Future
20190118,Temptation,,"2,022,943",Future
20160917,Stick Talk,,"2,013,381",Future
20171020,All da Smoke,Young Thug,"2,005,985",Future
20181019,Different,Juice WRLD,"2,002,114",Future
20181019,Different,Yung Bans,"2,002,114",Future
20180706,CUDDLE MY WRIST,,"1,990,914",Future
20181019,Ain't Livin Right,Juice WRLD,"1,859,296",Future
20181019,Ain't Livin Right,Gunna,"1,859,296",Future
20190607,Please Tell Me,,"1,857,590",Future
20171020,Three,Young Thug,"1,839,233",Future
20190118,Faceshot,,"1,811,579",Future
20180504,Buckets,Rae Sremmurd,"1,803,427",Future
20180504,Buckets,Swae Lee,"1,803,427",Future
20180504,Buckets,Slim Jxmmi,"1,803,427",Future
20190118,Call the Coroner,,"1,793,137",Future
20190607,XanaX Damage,,"1,790,299",Future
20190118,Unicorn Purp,Young Thug,"1,748,279",Future
20190118,Unicorn Purp,Gunna,"1,748,279",Future
20181019,No Issue,Juice WRLD,"1,738,449",Future
20160213,Fly Shit Only,,"1,715,711",Future
20180706,WHEN I THINK ABOUT IT,,"1,712,040",Future
20170217,Outta Time,,"1,708,552",Future
20171027,Don't Judge Me,Ty Dolla $ign,"1,693,967",Future
20171027,Don't Judge Me,Swae Lee,"1,693,967",Future
20170217,Scrape,,"1,687,933",Future
20190118,Stick to the Models,,"1,667,402",Future
20160219,Photo Copied,,"1,566,048",Future
20190118,Talk Shit Like a Preacher,,"1,555,945",Future
20170224,Damage,,"1,549,315",Future
20171020,Drip on Me,Young Thug,"1,530,445",Future
20171020,200,Young Thug,"1,517,009",Future
20170217,Poppin' Tags,,"1,503,074",Future
20170623,Iced Out My Arms,DJ Khaled,"1,500,257",Future
20170623,Iced Out My Arms,Migos,"1,500,257",Future
20170623,Iced Out My Arms,21 Savage,"1,500,257",Future
20170623,Iced Out My Arms,T.I.,"1,500,257",Future
20180706,RED LIGHT,,"1,466,513",Future
20180706,DOH DOH,Young Scooter,"1,459,871",Future
20170225,Solo,,"1,446,271",Future
20170224,Fresh Air,,"1,407,360",Future
20150718,I Serve the Base,,"1,399,804",Future
20170217,Feds Did a Sweep,,"1,391,154",Future
20171020,Real Love,Young Thug,"1,375,990",Future
20170224,Testify,,"1,373,715",Future
20171027,Don't Sleep On Me,Ty Dolla $ign,"1,333,743",Future
20171027,Don't Sleep On Me,24hrs,"1,333,743",Future
20200117,Big Drip,Ufo361,"1,329,539",Future
20170224,Hallucinating,,"1,310,352",Future
20170217,When I Was Broke,,"1,286,883",Future
20171020,Mink Flow,Young Thug,"1,247,853",Future
20170217,Massage In My Room,,"1,238,073",Future
20170318,Dead Presidents,Rick Ross,"1,208,660",Future
20170318,Dead Presidents,Jeezy,"1,208,660",Future
20170318,Dead Presidents,Yo Gotti,"1,208,660",Future
20170217,Flip,,"1,198,889",Future
20150718,Blow a Bag,,"1,034,429",Future
20180216,Faded Love,Tinashe,"987,794",Future
20160902,Rivals,Usher,"944,593",Future
20150718,Real Sisters,,"895,346",Future
20190726,Undefeated,Lil Keed,"820,576",Future
20170623,Down for Life,DJ Khaled,"799,957",Future
20170623,Down for Life,PARTYNEXTDOOR,"799,957",Future
20170623,Down for Life,Travis Scott,"799,957",Future
20170623,Down for Life,Rick Ross,"799,957",Future
20170623,Down for Life,Kodak Black,"799,957",Future
20170324,Cold - Hot Shade & Mike Perry Remix,Maroon 5,"792,767",Future
20170324,Cold - Hot Shade & Mike Perry Remix,Hot Shade,"792,767",Future
20170324,Cold - Hot Shade & Mike Perry Remix,Mike Perry,"792,767",Future
20150718,Rotation,,"760,285",Future
20170623,I Can't Even Lie,DJ Khaled,"758,030",Future
20170623,I Can't Even Lie,Nicki Minaj,"758,030",Future
20130602,Bugatti,Ace Hood,"752,298",Future
20130602,Bugatti,Wiz Khalifa,"752,298",Future
20130602,Bugatti,T.I.,"752,298",Future
20130602,Bugatti,Meek Mill,"752,298",Future
20130602,Bugatti,French Montana,"752,298",Future
20130602,Bugatti,2 Chainz,"752,298",Future
20130602,Bugatti,DJ Khaled,"752,298",Future
20130602,Bugatti,Birdman,"752,298",Future
20190607,St. Lucia,,"748,026",Future
20160213,Maybach,,"746,435",Future
20150718,Groupies,,"745,583",Future
20150718,Freak Hoe,,"723,488",Future
20150718,Lil One,,"720,646",Future
20181019,Afterlife,,"708,318",Future
20150718,Rich $ex,,"665,729",Future
20180602,Bag,Yung Bans,"660,661",Future
20150718,Slave Master,,"634,920",Future
20190118,Krazy but True,,"626,948",Future
20190118,Servin Killa Kam,,"618,348",Future
20190118,Overdose,,"603,958",Future
20180331,Xotic,DJ Esco,"602,523",Future
20180331,Xotic,Rich The Kid,"602,523",Future
20180331,Xotic,Young Thug,"602,523",Future
20180706,SOME MORE,,"596,280",Future
20190118,Goin Dummi,,"595,417",Future
20170224,Keep Quiet,,"589,533",Future
20150718,The Percocet & Stripper Joint,,"586,685",Future
20180706,HATE THE REAL ME,,"569,569",Future
20190118,Baptiize,,"568,927",Future
20160213,In Her Mouth,,"519,138",Future
20191115,Last Name,Lil Durk,"474,093",Future
20200117,Dead Man Walking,2 Chainz,"448,402",Future
20170224,Neva Missa Lost,,"437,013",Future
20180609,Walk On Minks,,"430,378",Future
20190607,Shotgun,,"429,351",Future
20150130,Hold You Down,DJ Khaled,"424,508",Future
20150130,Hold You Down,Chris Brown,"424,508",Future
20150130,Hold You Down,August Alsina,"424,508",Future
20150130,Hold You Down,Jeremih,"424,508",Future
20150718,Colossal,,"418,168",Future
20170224,Turn On Me,,"400,957",Future
20170224,I Thank U,,"379,295",Future
20170224,New Illuminati,,"363,758",Future
20190607,Extra,,"361,487",Future
20190913,holy terrain,FKA twigs,"358,180",Future
20190607,Love Thy Enemies,,"317,179",Future
20150718,Blood On the Money,,"314,551",Future
20150718,Kno The Meaning,,"286,577",Future
20190118,Ain't Coming Back,,"276,274",Future
20180811,Sir,Nicki Minaj,"269,897",Future
20190118,Tricks on Me,,"254,719",Future
20180407,Thinkin,Spiff TV,"227,418",Future
20180407,Thinkin,Anuel Aa,"227,418",Future
20180407,Thinkin,Bad Bunny,"227,418",Future
20171020,Group Home,Young Thug,"226,940",Future
20170623,That Range Rover Came With Steps,DJ Khaled,"208,016",Future
20170623,That Range Rover Came With Steps,Yo Gotti,"208,016",Future
20170623,Whatever,DJ Khaled,"207,521",Future
20170623,Whatever,Young Thug,"207,521",Future
20170623,Whatever,Rick Ross,"207,521",Future
20170623,Whatever,2 Chainz,"207,521",Future
20151023,You Mine,DJ Khaled,"131,406",Future
20151023,You Mine,Trey Songz,"131,406",Future
20151023,You Mine,Jeremih,"131,406",Future
